#,No. expediente,Parte actora,Parte demandada,Parte notificada,Fecha de  publicación,Síntesis,Sala,Magistrado,Secretario,Expediente
489,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",93 TERCERO INTERESADO: SILES MIRANDA ANDRES,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
490,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",94 TERCERO INTERESADO: RODRIGUEZ GONZALEZ CHRISTIAN HOMERO,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
491,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",95 TERCERO INTERESADO: RAMIREZ CHOLICO JUAN MANUEL,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
492,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",67 TERCERO INTERESADO: VALDOVINOS PRECIADO IGNACIO,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
493,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",96 TERCERO INTERESADO: GUZMAN GONZALEZ ALBERTO,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
494,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",80 TERCERO INTERESADO: PADILLA ANGUANO RODRIGO,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
495,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",8 TERCERO INTERESADO: MORA NARANJO RAMIRO,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
496,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",79 TERCERO INTERESADO: PEREZ APOLINAR JUAN MANUEL,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
497,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",78 TERCERO INTERESADO: COVARRUBIAS RODRIGUEZ CESAR ALEJANDRO,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
498,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",77 TERCERO INTERESADO: FARIAS PEREZ RIGOBERTO,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
499,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",76 TERCERO INTERESADO: LEONOR DEL ANGEL JOSE,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
500,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",75 TERCERO INTERESADO: JIMENEZ FLORES MARCO ANTONIO,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
501,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",74 TERCERO INTERESADO: AGUAYO TORRES JUAN MARTIN,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
502,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",73 TERCERO INTERESADO: GARCIA PEÑA GABRIELA,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
503,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",72 TERCERO INTERESADO: ADAME CURIEL SERGIO,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
504,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",71 TERCERO INTERESADO: GONZALEZ RUIZ GERARDO,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
505,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",70 TERCERO INTERESADO: HERNANDEZ LPEZ JOSE LUIS,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
506,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",7 TERCERO INTERESADO: CAZARES CELIS MA. EUGENIA,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
507,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",69 TERCERO INTERESADO: RODRIGUEZ AMBRISOP JOSE PAUL,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
508,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",68 TERCERO INTERESADO: CACHO NUÑEZ ERNESTO,18-06-2021,"Se da cuenta con el oficio presentado el 13/05/2021 en la Oficialía de Partes Común para las Salas Regionales de Occidente de este Tribunal, por la autoridad demandada. Se tiene por desahoga la vista concedida por auto de 16/04/2021, respecto al recurso de reclamación interpuesto por la parte actora en contra del acuerdo de 04/01/2021. Se turna para emitir la interlocutoria correspondiente.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
509,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",21 TERCERO INTERESADO: GORDIAN GOMEZ MARUCHI,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
510,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",34 TERCERO INTERESADO: HERMOSO HERNANDEZ FRANCISCO DEL SAGRADO,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
511,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",38 TERCERO INTERESADO: SEPULVEDA VELAZQUEZ FRANCISCO JAVIER,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
512,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",33 TERCERO INTERESADO: CASTILLO MIRANDA CHRYSTIAN URIEL,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
513,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",32 TERCERO INTERESADO: VERA MENDOZA MARCELA,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
514,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",31 TERCERO INTERESADO: VILLASEÑOR SILVA EDUARDO,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
515,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",30 TERCERO INTERESADO: CASTELLANOS GONZALEZ HUGO ALEJANDRO,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
516,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",3 TERCERO INTERESADO: GONZALEZ GARCIA J. ASENCION,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
517,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",29 TERCERO INTERESADO: CORTES RUIZ ALFONSO,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
518,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",28 TERCERO INTERESADO: ALFARO ROMERO BRUNO,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
519,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",27 TERCERO INTERESADO: CERVANTES FRANCO JORGE ARTURO,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
520,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",26 TERCERO INTERESADO: RAMIREZ ROJO HUGO,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
521,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",25 TERCERO INTERESADO: SOTOMAYOR CORTES HECTOR,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
522,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",24 TERCERO INTERESADO: VIERA SEGOVIA JOSE ANGEL,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
523,1310/20-07-01-7,"INDUSTRIALIZADORA DE MAIZ, S.A. DE C.V.","ADMINISTRACIÓN DESCONCENTRADA JURIDICA DE JALISCO ""3"" DEL SERVICIO DE ADMINISTRACIÓN TRIBUTARIA",23 TERCERO INTERESADO: MORALES MADRIGAL VICTOR HUGO,18-06-2021,"Por lo anteriormente expuesto y de conformidad con lo establecido por los artículos 59 y 60, de la Ley Federal de Procedimiento Contencioso Administrativo, se resuelve: I.- Es procedente pero infundado el recurso de reclamación, en consecuencia; II.- Se confirma el acuerdo de 4 de enero de 2021, por el que se sobreseyó el juicio. III.- NOTIFÍQUESE.",PRIMERA SALA REGIONAL DE OCCIDENTE,ALFREDO UREÑA HEREDIA,PATRICIA BALTAZAR ALBA,1310/20-07-01-7
